REGISTRATION_DATE,REGISTRATION_COUNTRY,PURCHASE_COUNT,PURCHASE_COUNT_DELIVERY,PURCHASE_COUNT_TAKEAWAY,FIRST_PURCHASE_DAY,LAST_PURCHASE_DAY,USER_ID,BREAKFAST_PURCHASES,LUNCH_PURCHASES,EVENING_PURCHASES,DINNER_PURCHASES,LATE_NIGHT_PURCHASES,TOTAL_PURCHASES_EUR,DISTINCT_PURCHASE_VENUE_COUNT,MIN_PURCHASE_VALUE_EUR,MAX_PURCHASE_VALUE_EUR,AVG_PURCHASE_VALUE_EUR,PREFERRED_DEVICE,IOS_PURCHASES,WEB_PURCHASES,ANDROID_PURCHASES,PREFERRED_RESTAURANT_TYPES,USER_HAS_VALID_PAYMENT_METHOD,MOST_COMMON_HOUR_OF_THE_DAY_TO_PURCHASE,MOST_COMMON_WEEKDAY_TO_PURCHASE,AVG_DAYS_BETWEEN_PURCHASES,MEDIAN_DAYS_BETWEEN_PURCHASES,AVERAGE_DELIVERY_DISTANCE_KMS,PURCHASE_COUNT_BY_STORE_TYPE,Purchase_Frequency
2019-09-07,DNK,3,3,0,2019-09-07,2020-08-21,4719,0,1,0,2,0,142.692,3,24.336,88.392,47.564,android,0,0,3,unknown,False,14,Wednesday,175,175,1.318,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,7,7,0,2019-09-10,2020-10-18,4722,0,4,0,3,0,279.312,6,14.196,69.088,39.468,ios,7,0,0,unknown,False,15,Thursday,67,14,10.34,"{
  ""General merchandise"": 1,
  ""Grocery"": 3,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,19,17,2,2019-09-07,2020-10-24,4725,0,7,0,12,0,911.812,6,26.364,74.168,47.564,web,0,1,18,unknown,True,22,Thursday,23,23,6.045,"{
  ""General merchandise"": 1,
  ""Grocery"": 9,
  ""Pet supplies"": 0,
  ""Restaurant"": 9,
  ""Retail store"": 0
}",Moderate
2019-09-07,FIN,6,6,0,2020-07-17,2020-10-10,4727,0,1,2,3,0,91.08,1,14.196,16.256,15.18,android,0,0,6,unknown,True,16,Thursday,17,15,7.748,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Moderate
2019-09-07,FIN,3,3,0,2020-03-25,2020-09-02,4728,0,3,0,0,0,74.888,1,21.294,31.496,25.3,android,0,0,3,unknown,False,18,Thursday,81,81,3.052,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,1,1,0,2020-02-05,2020-02-05,4729,0,1,0,0,0,18.216,1,18.252,18.288,18.216,ios,0,1,0,unknown,True,5,Sunday,64,55,8.104,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,3,3,0,2020-07-02,2020-10-19,4731,1,0,2,0,0,48.576,1,16.224,17.272,16.192,android,0,0,3,unknown,True,18,Wednesday,55,55,5.76,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,9,9,0,2020-08-10,2020-10-16,4732,0,1,1,7,0,154.836,5,14.196,25.4,17.204,android,0,0,9,unknown,True,18,Friday,8,7,1.375,"{
  ""General merchandise"": 1,
  ""Grocery"": 4,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Moderate
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4735,0,1,0,0,0,33.396,1,33.462,33.528,33.396,android,0,0,1,unknown,False,12,Tuesday,64,55,5.326,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4740,0,1,0,0,0,58.696,1,58.812,58.928,58.696,ios,1,0,0,unknown,False,18,Thursday,64,55,0.769,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,EST,10,8,2,2019-09-07,2020-10-22,4741,0,8,0,2,0,419.98,8,24.336,70.104,41.492,android,0,0,10,unknown,False,12,Wednesday,46,14,0.895,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 5
}",Infrequent
2019-09-07,GRC,5,5,0,2019-12-07,2020-10-10,4742,0,3,0,2,0,74.888,4,7.098,31.496,15.18,android,0,0,5,unknown,True,15,Friday,77,75,8.34,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4744,0,1,0,0,0,241.868,1,242.346,242.824,241.868,web,0,1,0,unknown,True,8,Thursday,64,55,8.881,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,2,2,0,2019-09-08,2020-01-31,4745,0,1,0,1,0,54.648,2,20.28,34.544,27.324,ios,2,0,0,unknown,True,4,Tuesday,145,145,9.089,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,2,2,0,2020-01-01,2020-01-03,4746,0,0,1,1,0,52.624,2,19.266,33.528,26.312,ios,2,0,0,unknown,True,23,Sunday,2,2,7.087,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Frequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4751,0,0,0,1,0,23.276,1,23.322,23.368,23.276,web,0,1,0,unknown,True,2,Tuesday,64,55,9.789,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,8,7,1,2019-09-07,2020-07-11,4752,0,3,0,5,0,485.76,5,50.7,81.28,60.72,ios,8,0,0,unknown,False,9,Thursday,44,16,9.138,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 4
}",Infrequent
2019-09-07,FIN,25,25,0,2019-09-07,2020-03-26,4753,2,8,4,10,0,426.052,9,15.21,24.384,17.204,web,0,16,9,unknown,True,14,Wednesday,8,6,9.546,"{
  ""General merchandise"": 1,
  ""Grocery"": 12,
  ""Pet supplies"": 0,
  ""Restaurant"": 12,
  ""Retail store"": 0
}",Moderate
2019-09-07,DNK,3,2,1,2020-07-29,2020-10-31,4754,0,0,0,3,0,85.008,3,15.21,35.56,28.336,ios,3,0,0,unknown,True,13,Sunday,47,47,7.58,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,4,4,0,2019-09-07,2019-09-13,4755,0,1,1,2,0,119.416,4,27.378,31.496,29.348,android,0,2,2,unknown,True,6,Saturday,2,2,3.891,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Frequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4759,0,0,0,1,0,18.216,1,18.252,18.288,18.216,web,0,1,0,unknown,True,20,Friday,64,55,5.766,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,5,4,1,2020-02-17,2020-09-30,4760,0,3,0,2,0,178.112,5,11.154,60.96,35.42,ios,4,1,0,unknown,True,7,Saturday,57,37,3.387,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,8,8,0,2019-09-07,2020-10-30,4761,0,2,0,6,0,251.988,6,14.196,61.976,31.372,ios,1,0,7,unknown,False,3,Monday,60,6,1.695,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 4
}",Infrequent
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4765,0,1,0,0,0,22.264,1,22.308,22.352,22.264,ios,1,0,0,unknown,False,8,Friday,64,55,1.386,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4768,0,0,0,1,0,10.12,1,10.14,10.16,10.12,ios,1,0,0,unknown,True,16,Monday,64,55,10.965,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,3,3,0,2019-09-07,2020-01-26,4769,0,1,0,2,0,183.172,2,43.602,88.392,60.72,ios,3,0,0,unknown,False,7,Sunday,71,71,0.455,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,9,8,1,2019-11-04,2020-10-19,4770,0,8,0,1,0,158.884,4,11.154,20.32,17.204,android,3,0,6,unknown,True,16,Wednesday,44,9,1.796,"{
  ""General merchandise"": 1,
  ""Grocery"": 4,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,12,12,0,2019-09-07,2020-06-12,4771,0,3,0,9,0,418.968,10,17.238,102.616,34.408,ios,12,0,0,unknown,False,6,Sunday,25,10,4.505,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 6
}",Moderate
2019-09-07,DNK,2,2,0,2020-08-17,2020-09-13,4772,0,1,0,1,0,44.528,2,18.252,27.432,22.264,android,0,0,2,unknown,False,19,Monday,27,27,5.672,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Moderate
2019-09-07,FIN,2,2,0,2019-09-07,2020-01-17,4773,0,0,0,2,0,89.056,1,31.434,56.896,44.528,web,0,2,0,unknown,True,13,Monday,132,132,2.591,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,2,2,0,2019-09-07,2020-05-17,4776,0,1,0,1,0,77.924,2,28.392,49.784,38.456,web,0,2,0,unknown,True,21,Sunday,253,253,8.637,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,6,6,0,2019-09-07,2020-03-28,4777,0,1,0,5,0,153.824,6,14.196,32.512,25.3,ios,6,0,0,unknown,False,21,Monday,41,31,6.287,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4779,0,0,0,1,0,29.348,1,29.406,29.464,29.348,ios,1,0,0,unknown,False,5,Tuesday,64,55,4.59,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,4,4,0,2019-12-18,2020-10-10,4780,0,2,0,2,0,158.884,1,30.42,51.816,39.468,ios,4,0,0,unknown,False,6,Tuesday,99,90,9.562,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,4,4,0,2020-02-21,2020-09-12,4781,0,0,0,4,0,234.784,4,17.238,131.064,58.696,ios,4,0,0,unknown,False,23,Saturday,68,77,0.749,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4782,0,0,0,1,0,20.24,1,20.28,20.32,20.24,ios,1,0,0,unknown,True,14,Monday,64,55,11.472,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,11,11,0,2019-09-07,2020-10-30,4784,0,4,0,7,0,478.676,5,21.294,65.024,43.516,web,8,3,0,unknown,True,16,Tuesday,42,20,5.959,"{
  ""General merchandise"": 1,
  ""Grocery"": 5,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,12,10,2,2019-09-07,2020-09-13,4785,0,4,1,7,0,218.592,7,10.14,39.624,18.216,web,11,1,0,unknown,True,3,Thursday,34,14,3.405,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 6,
  ""Retail store"": 6
}",Infrequent
2019-09-07,DNK,3,3,0,2019-09-26,2020-07-25,4786,0,1,0,2,0,104.236,3,30.42,37.592,34.408,web,1,2,0,unknown,True,19,Friday,152,152,6.603,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,3,3,0,2019-09-07,2019-10-06,4788,0,0,0,3,0,50.6,1,17.238,17.272,17.204,web,0,3,0,unknown,True,22,Saturday,15,15,6.053,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Moderate
2019-09-07,DNK,3,3,0,2019-09-07,2019-10-31,4789,0,1,0,2,0,109.296,2,20.28,56.896,36.432,ios,3,0,0,unknown,True,0,Monday,27,27,5.635,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Moderate
2019-09-07,FIN,1,0,1,2019-09-07,2019-09-07,4791,0,0,0,1,0,11.132,1,11.154,11.176,11.132,ios,1,0,0,unknown,False,13,Sunday,64,55,10.519,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,14,12,2,2019-11-03,2020-10-03,4792,0,7,2,5,0,396.704,9,14.196,45.72,28.336,ios,14,0,0,unknown,False,20,Saturday,26,14,2.918,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 7,
  ""Retail store"": 7
}",Moderate
2019-09-07,DNK,1,1,0,2019-09-07,2019-09-07,4793,0,0,0,1,0,25.3,1,25.35,25.4,25.3,web,0,1,0,unknown,True,19,Saturday,64,55,0.201,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,81,81,0,2019-09-08,2020-09-20,4794,3,46,3,29,0,1479.544,7,14.196,36.576,18.216,web,62,19,0,unknown,True,6,Thursday,5,2,1.998,"{
  ""General merchandise"": 0,
  ""Grocery"": 40,
  ""Pet supplies"": 1,
  ""Restaurant"": 40,
  ""Retail store"": 0
}",Frequent
2019-09-07,DNK,3,1,2,2019-09-07,2020-06-27,4797,0,0,0,3,0,160.908,2,44.616,71.12,53.636,web,0,3,0,unknown,True,1,Wednesday,147,147,3.873,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,1,0,1,2020-04-17,2020-04-17,4798,0,1,0,0,0,18.216,1,18.252,18.288,18.216,web,0,1,0,unknown,True,20,Saturday,64,55,5.317,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4800,0,0,0,1,0,42.504,1,42.588,42.672,42.504,android,0,0,1,unknown,False,6,Monday,64,55,4.707,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,2,2,0,2019-12-30,2020-06-06,4806,0,1,1,0,0,51.612,1,22.308,29.464,25.3,ios,2,0,0,unknown,True,0,Sunday,159,159,6.535,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,4,3,1,2019-11-06,2020-03-24,4808,0,0,0,4,0,194.304,4,18.252,86.36,48.576,ios,4,0,0,unknown,False,13,Saturday,46,63,4.137,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,2,2,0,2020-03-11,2020-08-18,4809,0,1,0,1,0,50.6,2,24.336,26.416,25.3,ios,2,0,0,unknown,False,12,Monday,160,160,7.663,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,3,1,2,2020-03-31,2020-05-08,4812,0,3,0,0,0,787.336,2,38.532,701.04,262.108,ios,3,0,0,unknown,True,11,Saturday,19,19,9.867,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Moderate
2019-09-07,DNK,2,2,0,2019-09-07,2020-05-06,4813,0,0,0,2,0,61.732,2,20.28,41.656,30.36,ios,1,1,0,unknown,True,23,Saturday,242,242,0.406,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,5,5,0,2019-11-29,2020-10-26,4814,0,3,0,2,0,86.02,2,13.182,20.32,17.204,ios,5,0,0,unknown,True,13,Thursday,83,59,6.517,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,2,1,1,2019-09-07,2020-04-27,4815,0,1,0,1,0,161.92,2,45.63,115.824,80.96,web,0,2,0,unknown,True,15,Saturday,232,232,8.143,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,5,4,1,2019-09-07,2020-09-15,4816,1,1,0,3,0,568.744,4,15.21,409.448,113.344,ios,4,1,0,unknown,True,14,Monday,94,83,1.451,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,2,2,0,2019-11-01,2019-11-03,4819,0,0,0,2,0,80.96,2,39.546,41.656,40.48,ios,2,0,0,unknown,True,11,Saturday,2,2,10.628,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Frequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4821,0,0,0,1,0,10.12,1,10.14,10.16,10.12,android,0,0,1,unknown,False,15,Friday,64,55,4.485,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4822,0,0,0,1,0,31.372,1,31.434,31.496,31.372,ios,1,0,0,unknown,True,21,Monday,64,55,8.339,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4823,0,0,0,1,0,47.564,1,47.658,47.752,47.564,android,0,0,1,unknown,False,19,Wednesday,64,55,3.561,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,5,3,2,2019-09-07,2020-10-16,4825,0,2,0,3,0,139.656,3,22.308,34.544,28.336,android,0,0,5,unknown,False,4,Sunday,101,94,10.029,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 5,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,6,6,0,2019-12-14,2020-08-28,4826,0,4,0,2,0,316.756,2,27.378,100.584,52.624,ios,6,0,0,unknown,False,1,Sunday,52,30,5.277,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-07,GRC,4,4,0,2019-09-14,2020-08-17,4828,0,0,2,2,0,72.864,4,13.182,28.448,18.216,android,0,0,4,unknown,True,17,Wednesday,113,91,2.334,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,18,18,0,2019-09-07,2020-10-31,4830,0,10,1,7,0,482.724,11,15.21,42.672,27.324,ios,18,0,0,unknown,False,5,Friday,25,22,11.129,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 9,
  ""Retail store"": 9
}",Moderate
2019-09-07,FIN,6,6,0,2019-10-25,2020-10-11,4833,0,0,1,5,0,152.812,5,19.266,36.576,25.3,android,0,1,5,unknown,True,5,Saturday,70,71,2.513,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 3
}",Infrequent
2019-09-07,DNK,2,2,0,2019-09-07,2020-09-12,4834,0,0,0,2,0,83.996,2,30.42,52.832,41.492,web,0,0,2,unknown,False,11,Saturday,371,371,8.232,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,7,7,0,2019-09-07,2020-10-18,4835,0,3,0,4,0,258.06,5,10.14,78.232,36.432,ios,7,0,0,unknown,True,18,Wednesday,68,42,9.618,"{
  ""General merchandise"": 1,
  ""Grocery"": 3,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4836,0,0,0,1,0,39.468,1,39.546,39.624,39.468,web,0,1,0,unknown,True,6,Monday,64,55,11.368,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,1,1,0,2019-09-07,2019-09-07,4838,0,0,0,1,0,31.372,1,31.434,31.496,31.372,android,0,0,1,unknown,False,23,Sunday,64,55,10.336,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,4,4,0,2019-09-07,2020-06-06,4839,0,2,0,2,0,94.116,4,15.21,36.576,23.276,web,0,4,0,unknown,True,16,Monday,91,96,2.207,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,3,3,0,2019-10-14,2019-11-30,4841,0,1,0,2,0,123.464,2,22.308,77.216,41.492,ios,2,1,0,unknown,True,2,Saturday,24,24,3.086,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Moderate
2019-09-07,DNK,4,4,0,2020-03-13,2020-07-29,4843,0,0,0,4,0,109.296,3,17.238,54.864,27.324,ios,4,0,0,unknown,True,14,Wednesday,46,28,2.804,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,GRC,100,100,0,2020-03-23,2020-10-30,4845,0,2,71,27,0,1546.336,11,6.084,48.768,15.18,ios,72,28,0,unknown,True,8,Thursday,2,1,11.032,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 50,
  ""Retail store"": 50
}",Frequent
2019-09-07,DNK,2,0,2,2019-09-09,2020-01-31,4849,0,2,0,0,0,92.092,1,38.532,52.832,45.54,web,0,2,0,unknown,True,21,Wednesday,145,145,5.29,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
2019-09-07,GRC,205,205,0,2019-09-08,2020-10-24,4851,2,104,35,64,0,2801.216,30,6.084,100.584,14.168,ios,200,5,0,unknown,True,4,Monday,2,1,5.955,"{
  ""General merchandise"": 0,
  ""Grocery"": 102,
  ""Pet supplies"": 1,
  ""Restaurant"": 102,
  ""Retail store"": 0
}",Frequent
2019-09-07,DNK,1,0,1,2019-10-04,2019-10-04,4852,0,0,0,1,0,15.18,1,15.21,15.24,15.18,ios,1,0,0,unknown,True,2,Saturday,64,55,6.979,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 1,
  ""Retail store"": 0
}",Infrequent
2019-09-07,FIN,3,2,1,2019-09-07,2020-04-17,4853,0,0,0,3,0,81.972,3,18.252,33.528,27.324,android,0,0,3,unknown,False,23,Wednesday,112,112,6.111,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 3,
  ""Retail store"": 0
}",Infrequent
2019-09-07,GRC,4,4,0,2019-09-09,2020-05-07,4856,0,1,2,1,0,72.864,4,13.182,26.416,18.216,android,0,0,4,unknown,True,12,Friday,80,116,11.518,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 4,
  ""Retail store"": 0
}",Infrequent
2019-09-07,DNK,2,0,2,2019-09-13,2020-02-22,4858,0,0,1,1,0,109.296,1,51.714,57.912,54.648,android,0,0,2,unknown,False,19,Saturday,163,163,4.505,"{
  ""General merchandise"": 0,
  ""Grocery"": 0,
  ""Pet supplies"": 0,
  ""Restaurant"": 2,
  ""Retail store"": 0
}",Infrequent
